Date,Time_Hour,bike_stands,Available_Bikes,Available_Bike_Stands,Avail_Bike_Changes,Avail_Bikes_Decrease,Avail_Bikes_Increase,Avail_Bike_Stand_Changes,Avail_Stands_Decrease,Avail_Stands_Increase,address,banking,Elevation,Latitude,Longitude,number,Availability,Date_Time,rain,temp,wetb,dewpt,vappr,rhum,msl,Total_Activity,Weight,Total_System_Bikes,DayofWeek,DayWeek_proc,Avg_Avail_Bikes,Avg_Avail_Bike_Change,old_index,demand,newindex,cluster
2019-02-11,1960-01-01 05:00:00,36,3,33,0,0,0,0,0,0,Hatch Street,0,18,53.33403,-6.260714,55,0.0833333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.91,1316,2,Mon,5,3,159469,-2,55,0
2019-02-11,1960-01-01 05:00:00,40,7,33,-2,3,1,2,1,3,Mount Street Lower,0,20,53.33796,-6.24153,56,0.175,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,7.65,1316,2,Mon,14,-4,357810,-7,56,0
2019-02-11,1960-01-01 05:00:00,23,13,10,2,0,2,-2,2,0,Grattan Street,0,9,53.339629,-6.243778,57,0.5652173913,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.71,1316,2,Mon,8,0,88195,5,57,0
2019-02-11,1960-01-01 05:00:00,40,14,26,4,0,4,-4,4,0,Sir Patrick's Dun,1,11,53.339218,-6.240642,58,0.35,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,7.8,1316,2,Mon,12,4,401777,2,58,0
2019-02-11,1960-01-01 05:00:00,20,5,15,0,0,0,0,0,0,Denmark Street Great,0,21,53.35561,-6.261397,59,0.25,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.21,1316,2,Mon,3,0,197526,2,59,0
2019-02-11,1960-01-01 05:00:00,30,23,7,-4,4,0,4,0,4,North Circular Road,0,12,53.359624,-6.260348,60,0.7666666667,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,6.2,1316,2,Mon,18,-7,478772,5,60,0
2019-02-11,1960-01-01 05:00:00,25,9,16,-2,2,0,2,0,2,Hardwicke Place,1,19,53.357043,-6.263232,61,0.36,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,3.26,1316,2,Mon,6,2,444161,3,61,0
2019-02-11,1960-01-01 05:00:00,40,7,33,2,0,2,-2,2,0,Lime Street,0,4,53.346026,-6.243576,62,0.175,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.44,1316,2,Mon,6,3,505927,1,62,0
2019-02-11,1960-01-01 05:00:00,35,0,18,1,0,1,-1,1,0,Fenian Street,0,6,53.341428,-6.24672,63,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,4.2,1316,2,Mon,12,0,541255,-12,63,0
2019-02-11,1960-01-01 05:00:00,40,25,15,-1,1,0,1,0,1,Sandwith Street,1,4,53.345203,-6.247163,64,0.625,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,5.12,1316,2,Mon,16,-3,514358,9,64,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,Convention Centre,1,6,53.34744,-6.238523,65,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,4.38,1316,2,Mon,2,2,32669,-2,65,0
2019-02-11,1960-01-01 05:00:00,40,10,30,0,0,0,0,0,0,New Central Bank,0,7,53.347122,-6.234749,66,0.25,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,6.49,1316,2,Mon,18,1,531166,-8,66,0
2019-02-11,1960-01-01 05:00:00,40,18,22,-15,15,0,15,0,15,The Point,0,6,53.346867,-6.230852,67,0.45,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,15,5.77,1316,2,Mon,16,-1,366381,2,67,0
2019-02-11,1960-01-01 05:00:00,40,9,31,3,0,3,-3,3,0,Hanover Quay,1,5,53.344115,-6.237153,68,0.225,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,3,7.93,1316,2,Mon,12,4,469051,-3,68,0
2019-02-11,1960-01-01 05:00:00,40,19,21,5,0,5,-5,5,0,Grand Canal Dock,0,5,53.342638,-6.238695,69,0.475,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,5,7.06,1316,2,Mon,21,3,118131,-2,69,0
2019-02-11,1960-01-01 05:00:00,28,12,16,2,0,2,-2,2,0,Barrow Street,1,8,53.341655,-6.236198,70,0.4285714286,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,6.31,1316,2,Mon,20,2,534833,-8,70,0
2019-02-11,1960-01-01 05:00:00,40,17,23,0,0,0,0,0,0,Kevin Street,1,16,53.337757,-6.267699,71,0.425,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,4.5,1316,2,Mon,20,-2,295119,-3,71,0
2019-02-11,1960-01-01 05:00:00,31,20,11,0,1,1,0,1,1,John Street West,0,20,53.343105,-6.277167,72,0.6451612903,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.59,1316,2,Mon,11,-2,508034,9,72,0
2019-02-11,1960-01-01 05:00:00,30,10,20,-2,2,0,2,0,2,Francis Street,0,16,53.342081,-6.275233,73,0.3333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.11,1316,2,Mon,11,-2,329755,-1,73,0
2019-02-11,1960-01-01 05:00:00,30,8,22,-1,2,1,1,1,2,Oliver Bond Street,0,13,53.343893,-6.280531,74,0.2666666667,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,3,3.92,1316,2,Mon,12,-2,467436,-4,74,0
2019-02-11,1960-01-01 05:00:00,40,4,36,0,0,0,0,0,0,James Street,1,19,53.343456,-6.287409,75,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,3.69,1316,2,Mon,11,-2,30274,-7,75,0
2019-02-11,1960-01-01 05:00:00,38,21,17,0,0,0,0,0,0,Market Street South,0,27,53.342296,-6.287661,76,0.5526315789,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,3.2,1316,2,Mon,12,-2,335,9,76,0
2019-02-11,1960-01-01 05:00:00,29,25,4,0,1,1,0,1,1,Wolfe Tone Street,0,11,53.348875,-6.267459,77,0.8620689655,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,3.66,1316,2,Mon,17,0,294642,8,77,0
2019-02-11,1960-01-01 05:00:00,40,12,28,-1,1,0,1,0,1,Mater Hospital,0,21,53.359967,-6.264828,78,0.3,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,3.97,1316,2,Mon,15,-2,198567,-3,78,0
2019-02-11,1960-01-01 05:00:00,27,3,24,0,0,0,0,0,0,Eccles Street East,0,22,53.358115,-6.265601,79,0.1111111111,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.16,1316,2,Mon,7,0,464089,-4,79,0
2019-02-11,1960-01-01 05:00:00,40,3,37,-1,1,0,1,0,1,St James Hospital (Luas),0,22,53.341359,-6.292951,80,0.075,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,4.5,1316,2,Mon,11,1,305937,-8,80,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,St. James Hospital (Central),0,21,53.339983,-6.295594,81,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,1.78,1316,2,Mon,8,2,160837,-8,81,0
2019-02-11,1960-01-01 05:00:00,22,5,17,-1,1,0,1,0,1,Mount Brown,0,13,53.341645,-6.29719,82,0.2272727273,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,1.74,1316,2,Mon,6,-2,59270,-1,82,0
2019-02-11,1960-01-01 05:00:00,40,7,33,-1,1,0,1,0,1,Emmet Road,0,17,53.340714,-6.308191,83,0.175,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,3.75,1316,2,Mon,18,-3,335814,-11,83,0
2019-02-11,1960-01-01 05:00:00,30,8,22,-2,2,0,2,0,2,Brookfield Road,0,20,53.339005,-6.300217,84,0.2666666667,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.96,1316,2,Mon,13,-3,83432,-5,84,0
2019-02-11,1960-01-01 05:00:00,35,7,28,0,0,0,0,0,0,Rothe Abbey,1,23,53.338776,-6.30395,85,0.2,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,3.38,1316,2,Mon,18,-2,189552,-11,85,0
2019-02-11,1960-01-01 05:00:00,38,0,38,21,0,21,-21,21,0,Parkgate Street,1,10,53.347972,-6.291804,86,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,21,4.34,1316,2,Mon,12,0,145471,-12,86,0
2019-02-11,1960-01-01 05:00:00,38,7,31,-1,1,0,1,0,1,Collins Barracks Museum,1,8,53.347477,-6.28525,87,0.1842105263,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,2.98,1316,2,Mon,15,-1,9835,-8,87,0
2019-02-11,1960-01-01 05:00:00,30,7,23,0,0,0,0,0,0,Blackhall Place,0,11,53.3488,-6.281637,88,0.2333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,3.65,1316,2,Mon,16,-5,54726,-9,88,0
2019-02-11,1960-01-01 05:00:00,40,2,38,0,0,0,0,0,0,Fitzwilliam Square East,1,18,53.335211,-6.2509,89,0.05,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,3.17,1316,2,Mon,5,0,72393,-3,89,0
2019-02-11,1960-01-01 05:00:00,40,4,36,1,0,1,-1,1,0,Benson Street,0,8,53.344153,-6.233451,90,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,4.32,1316,2,Mon,8,7,509988,-4,90,0
2019-02-11,1960-01-01 05:00:00,30,24,6,2,0,2,-2,2,0,South Dock Road,0,4,53.341833,-6.231291,91,0.8,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,6.03,1316,2,Mon,17,0,515987,7,91,0
2019-02-11,1960-01-01 05:00:00,40,32,8,-2,2,0,2,0,2,Heuston Bridge (North),0,5,53.347802,-6.292432,92,0.8,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.23,1316,2,Mon,26,-1,414681,6,92,0
2019-02-11,1960-01-01 05:00:00,40,38,2,0,0,0,0,0,0,Heuston Station (Central),0,5,53.346603,-6.296924,93,0.95,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.79,1316,2,Mon,31,-2,22645,7,93,0
2019-02-11,1960-01-01 05:00:00,40,39,1,0,0,0,0,0,0,Heuston Station (Car Park),0,5,53.346985,-6.297804,94,0.975,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.2,1316,2,Mon,30,0,202058,9,94,0
2019-02-11,1960-01-01 05:00:00,40,2,38,-2,2,0,2,0,2,Royal Hospital,1,12,53.343897,-6.29706,95,0.05,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,3.63,1316,2,Mon,12,-3,349132,-10,95,0
2019-02-11,1960-01-01 05:00:00,30,4,26,0,0,0,0,0,0,Kilmainham Lane,0,15,53.341805,-6.305085,96,0.1333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,1.58,1316,2,Mon,7,0,242275,-3,96,0
2019-02-11,1960-01-01 05:00:00,40,4,36,-2,2,0,2,0,2,Kilmainham Gaol,1,23,53.342113,-6.310015,97,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,3.66,1316,2,Mon,16,-5,506805,-12,97,0
2019-02-11,1960-01-01 05:00:00,40,8,32,2,0,2,-2,2,0,Frederick Street South,1,16,53.341515,-6.256853,98,0.2,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.96,1316,2,Mon,16,-2,96054,-8,98,0
2019-02-11,1960-01-01 05:00:00,30,7,23,0,0,0,0,0,0,City Quay,0,4,53.346637,-6.246154,99,0.2333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,2.81,1316,2,Mon,7,1,371125,0,99,0
2019-02-11,1960-01-01 05:00:00,25,0,25,18,1,19,-18,19,1,Heuston Bridge (South),0,3,53.347106,-6.292041,100,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,20,6.87,1316,2,Mon,12,-1,522065,-12,100,0
2019-02-11,1960-01-01 05:00:00,30,9,21,-4,4,0,4,0,4,King Street North,0,13,53.350291,-6.273507,101,0.3,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,3.16,1316,2,Mon,15,-5,72983,-6,101,0
2019-02-11,1960-01-01 05:00:00,40,11,29,-1,1,0,1,0,1,Western Way,0,20,53.354929,-6.269425,102,0.275,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,2.65,1316,2,Mon,6,-1,420572,5,102,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,Grangegorman Lower (South),0,21,53.354663,-6.278681,103,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,1.54,1316,2,Mon,5,1,528079,-5,103,0
2019-02-11,1960-01-01 05:00:00,40,0,40,0,0,0,0,0,0,Grangegorman Lower (Central),1,21,53.355173,-6.278424,104,0,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,0,0.73,1316,2,Mon,5,0,13823,-5,104,0
2019-02-11,1960-01-01 05:00:00,36,3,33,-1,1,0,1,0,1,Grangegorman Lower (North),0,23,53.355954,-6.278378,105,0.0833333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,1,0.99,1316,2,Mon,4,0,221596,-1,105,0
2019-02-11,1960-01-01 05:00:00,40,4,36,-4,4,0,4,0,4,Rathdown Road,0,30,53.35893,-6.280337,106,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,2.02,1316,2,Mon,5,-1,177935,-1,106,0
2019-02-11,1960-01-01 05:00:00,40,4,36,-4,4,0,4,0,4,Charleville Road,1,29,53.359157,-6.281866,107,0.1,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,4,3.08,1316,2,Mon,9,-5,283193,-5,107,0
2019-02-11,1960-01-01 05:00:00,40,12,27,-2,2,0,2,0,2,Avondale Road,0,28,53.359405,-6.276142,108,0.3,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.39,1316,2,Mon,11,-4,390311,1,108,0
2019-02-11,1960-01-01 05:00:00,29,3,26,-2,2,0,2,0,2,Buckingham Street Lower,0,5,53.353331,-6.249319,109,0.1034482759,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.91,1316,2,Mon,13,-4,527754,-10,109,0
2019-02-11,1960-01-01 05:00:00,40,20,20,0,1,1,0,1,1,Phibsborough Road,0,24,53.356307,-6.273717,110,0.5,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,2.43,1316,2,Mon,12,-2,213776,8,110,0
2019-02-11,1960-01-01 05:00:00,40,16,24,-5,5,0,5,0,5,Mountjoy Square East,1,18,53.356717,-6.256359,111,0.4,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,5,4.93,1316,2,Mon,18,-6,500870,-2,111,0
2019-02-11,1960-01-01 05:00:00,30,13,17,-2,2,0,2,0,2,North Circular Road (O'Connell's),0,14,53.357841,-6.251557,112,0.4333333333,2019-02-11 05:00:00,0,3.9,3.5,2.8,7.5,92,1020.4,2,4.89,1316,2,Mon,16,-7,326653,-3,112,0
